Geographic Location,city_lat,city_lon,ann_rain_inch,ann_snow_inch,min_jan,min_feb,min_mar,min_apr,min_may,min_jun,min_jul,min_aug,min_sep,min_oct,min_nov,min_dec,max_jan,max_feb,max_mar,max_apr,max_may,max_jun,max_jul,max_aug,max_sep,max_oct,max_nov,max_dec
"Greenville, NC",35.612661,-77.3663538,49.72,0.6,32.1,34.3,40.8,49.1,57.6,66.7,70.7,69.2,62.9,50.6,41.5,34.0,52.1,56.3,64.1,73.2,80.2,87.2,89.9,88.3,82.9,73.8,65.0,55.3
"Waterloo, IA",42.4979693,-92.3329637,36.66,3.27,9.5,14.6,26.0,37.2,49.0,58.9,62.8,60.2,50.7,38.7,26.8,13.5,27.4,32.2,45.6,60.6,72.0,81.2,84.4,82.2,75.3,61.9,45.9,30.8
"Paris, TX",33.6617962,-95.555513,46.76,0.23,31.8,35.8,44.2,52.1,61.6,69.5,73.4,72.8,64.8,53.6,43.5,33.9,54.3,59.1,67.0,75.7,83.1,91.1,95.8,96.8,88.6,78.2,65.6,55.6
"Zurich, ",39.234454,-99.438161,24.15,1.82,15.7,18.8,27.1,37.0,48.7,58.4,64.0,62.9,53.0,40.0,27.5,17.7,40.9,44.7,54.8,65.1,74.0,84.8,91.1,89.3,80.8,67.8,53.7,41.1
"Boca Raton, FL",26.3586885,-80.0830984,61.39,0.0,58.9,61.7,64.5,67.9,72.1,75.7,76.7,76.9,75.9,73.1,67.5,62.0,74.7,76.3,78.1,81.3,84.7,87.3,89.0,89.3,87.4,84.1,79.8,76.4
"Columbia, SC",34.0007493,-81.0343313,45.47,0.04,37.4,40.9,46.8,54.2,62.5,70.0,73.1,72.4,66.6,55.4,46.5,39.2,58.2,63.0,71.1,79.6,86.6,92.4,95.0,93.1,87.9,78.5,69.2,60.1
"Breaux Bridge, LA",30.2735323,-91.8992837,63.33,0.01,42.9,46.4,52.2,58.7,66.9,72.7,74.9,74.6,69.7,59.7,51.0,44.5,62.1,65.3,72.2,79.3,86.3,90.5,92.0,92.6,88.7,81.0,72.3,64.2
"Casa Grande, AZ",32.8795022,-111.7573521,9.83,0.0,38.0,40.8,45.4,51.2,59.6,68.0,76.1,75.3,68.3,55.7,43.8,37.0,69.2,73.0,79.2,88.0,97.2,105.9,107.1,105.1,101.0,90.3,78.0,67.9
"Huntsville, AL",34.729847,-86.5859011,55.82,0.11,31.8,35.5,42.2,50.0,59.3,67.1,70.4,69.4,62.5,51.0,41.8,34.4,51.2,55.9,64.9,73.6,81.3,88.2,90.7,90.9,85.0,74.6,63.7,53.5
"Wichita, KS",37.6922361,-97.3375448,35.96,1.23,21.9,26.1,35.0,44.5,55.2,64.9,69.8,68.8,59.5,46.9,34.6,24.1,42.5,48.2,57.9,67.7,76.7,86.7,92.3,91.2,82.5,69.7,56.2,43.5
"Omaha, NE",41.2587459,-95.9383758,32.56,3.26,13.6,18.1,28.1,39.8,50.9,61.0,66.2,64.0,53.9,41.6,28.8,16.7,33.4,38.1,50.9,63.7,73.8,83.2,87.3,85.1,77.6,64.7,48.9,35.3
"Council Bluffs, IA",41.2621283,-95.8613912,32.56,2.66,13.6,18.1,28.1,39.8,50.9,61.0,66.2,64.0,53.9,41.6,28.8,16.7,33.4,38.1,50.9,63.7,73.8,83.2,87.3,85.1,77.6,64.7,48.9,35.3
"Stanford, CA",37.427467,-122.1702445,39.28,0.01,38.5,40.6,43.1,44.7,48.7,52.4,55.1,54.9,52.5,48.1,42.4,38.0,58.4,61.6,65.7,69.7,74.3,78.4,79.6,79.4,79.5,74.0,64.8,58.3
"Wahiawa, HI",21.500624100000003,-158.0166720181598,58.69,0.0,60.9,60.3,61.8,62.5,64.4,65.8,67.4,67.9,67.2,66.9,65.2,62.3,75.9,75.8,76.6,77.1,79.8,80.5,81.3,82.8,82.8,81.5,79.0,76.6
"Bryan, TX",30.6743643,-96.3699632,39.5,0.02,41.2,44.4,51.0,58.1,66.6,72.7,74.6,74.5,69.4,60.3,50.5,42.2,61.0,64.8,71.7,78.9,85.8,91.7,94.8,96.2,90.5,81.4,71.0,62.3
"Las Cruces, NM",32.3140354,-106.7798078,9.52,0.04,29.1,32.7,38.2,44.9,53.7,62.4,68.0,66.8,59.9,47.4,35.7,29.1,58.6,63.5,70.1,77.8,86.8,94.8,94.9,92.1,87.7,78.6,67.3,57.8
"Fruitland, NM",36.7391682,-108.3956352,8.59,1.41,15.3,19.1,25.7,30.9,40.1,47.9,56.5,55.3,46.2,33.8,22.6,15.7,43.1,49.6,59.1,67.6,77.9,87.4,91.9,89.0,81.6,69.1,54.1,43.4
"Buckeye, AZ",33.3702748,-112.5838673,8.88,0.0,37.2,40.6,45.1,51.2,59.8,67.1,75.6,75.1,67.2,54.1,42.4,35.6,68.9,72.9,79.2,87.3,96.9,106.0,108.2,106.8,101.5,90.3,77.5,68.2
"Dublin, CA",37.7021521,-121.9357918,15.23,0.0,37.4,40.4,42.4,44.7,49.4,54.1,57.2,57.4,55.5,49.5,42.5,37.7,56.0,60.4,64.6,68.6,75.3,81.1,87.5,87.3,84.3,76.4,64.6,56.2
"Peoria, AZ",33.5806115,-112.2372942,9.46,0.0,42.2,45.1,49.5,55.6,64.6,72.6,79.9,79.4,72.6,60.1,48.4,41.1,67.6,71.4,77.7,85.8,95.1,103.7,106.4,104.7,99.8,88.6,75.5,66.1
"Washington, DC",38.9298584,-77.03332391453975,45.66,1.52,26.7,28.8,36.0,45.3,55.1,64.7,69.6,67.7,59.4,47.0,38.3,30.1,44.3,48.0,56.4,67.5,76.7,85.6,89.6,88.3,81.1,69.9,59.3,48.2
"Grapevine, TX",32.9337381,-97.0788754,38.67,0.1,33.7,37.5,45.4,53.1,62.7,70.3,73.9,73.7,66.0,54.6,44.8,35.3,54.9,59.0,66.3,74.7,82.0,89.5,94.3,95.1,87.5,77.5,65.8,56.1
"Gilbert, AZ",33.3527632,-111.7890373,9.43,0.0,41.0,42.2,47.1,52.9,61.4,69.6,77.1,76.6,70.1,57.7,46.1,38.8,67.6,70.7,76.9,85.3,95.3,104.0,105.8,104.2,100.3,88.9,76.3,66.2
"Racine, WI",42.7260523,-87.7825242,36.03,3.62,15.5,19.4,28.2,37.8,46.7,56.9,64.2,64.3,56.2,44.0,33.1,20.4,29.7,32.6,41.2,51.5,61.3,72.3,78.2,77.4,70.2,58.7,46.3,33.6
"Newark, NJ",40.735657,-74.1723667,50.28,2.53,23.1,25.3,33.2,43.1,53.0,63.0,67.9,67.4,59.0,47.3,38.1,29.0,39.3,42.7,51.1,62.4,72.7,81.9,86.4,84.8,77.3,65.9,55.2,43.8
"Manhattan Beach, CA",33.8915985,-118.3951241,13.89,0.0,48.8,50.0,51.7,53.8,57.3,60.5,63.7,64.3,63.2,59.3,53.2,48.7,64.6,64.3,64.4,66.4,68.1,70.6,73.8,74.9,74.6,72.5,68.9,64.6
"Stuttgart, ",34.5003748,-91.5526281,48.44,0.22,29.9,33.7,41.9,50.4,60.0,68.3,71.5,69.4,60.4,49.3,40.8,32.7,48.6,53.4,62.7,72.4,80.8,88.3,91.3,90.8,84.3,74.3,62.0,51.0
"Oceanside, CA",33.1958696,-117.3794834,10.32,0.0,45.2,46.4,48.6,51.9,56.2,59.7,63.2,64.0,61.7,56.5,49.4,44.7,63.0,62.4,62.3,63.4,64.7,66.5,69.8,71.2,71.0,69.3,66.3,63.2
"Santa Rosa, CA",38.4404925,-122.7141049,32.2,0.0,36.6,39.1,41.5,42.4,46.4,50.0,51.9,51.1,49.3,45.0,40.4,36.5,56.7,60.5,64.1,68.8,74.5,81.2,83.1,83.3,83.2,76.4,64.3,56.3
"Beaver, OH",39.0306272,-82.8243382,40.69,0.69,20.6,22.5,29.7,39.6,49.1,58.6,62.9,61.4,53.5,41.4,33.1,24.6,38.0,42.2,52.5,65.5,73.5,81.2,84.3,83.6,76.8,65.2,53.8,41.6
"Paramus, NJ",40.9452911,-74.0735899,49.88,4.53,19.5,21.6,29.7,39.8,49.7,59.6,64.7,63.2,54.8,42.0,34.2,25.3,37.7,41.0,49.9,61.7,71.6,81.0,85.4,83.5,75.8,64.4,53.9,42.5
"Albuquerque, NM",35.0841034,-106.6509851,10.21,2.65,26.1,30.3,35.7,43.0,52.5,61.6,66.4,65.1,57.9,46.1,34.1,26.5,46.8,52.5,60.5,69.0,78.8,88.3,90.1,87.2,80.7,69.0,55.8,46.1
"Bentonville, AR",36.3728538,-94.2088172,47.09,0.4,30.3,32.2,35.0,39.8,47.1,55.8,64.8,65.1,57.6,46.0,35.0,29.2,64.6,67.6,73.1,81.4,90.7,99.5,98.8,96.0,92.8,83.5,72.8,64.0
"Bakersfield, CA",35.3738712,-119.0194639,11.13,0,37.1,40.0,43.5,47.7,54.3,61.1,67.0,66.2,61.2,53.0,42.8,35.7,57.1,63.2,68.5,74.8,82.8,91.6,96.7,95.7,90.4,80.2,66.1,57.2
"Buffalo, NY",42.8867166,-78.8783922,39.6,7.61,18.5,19.2,26.0,36.8,47.4,57.3,62.3,60.8,53.4,42.7,33.9,24.1,31.2,33.3,42.0,55.0,66.5,75.3,79.9,78.4,71.1,59.0,47.6,36.1
"Sterling Heights, MI",42.5803122,-83.0302033,34.62,3.14,18.2,18.8,25.3,36.0,47.5,57.7,62.3,60.8,52.9,41.9,32.5,22.9,32.8,35.8,44.7,58.3,69.7,80.0,84.2,81.7,74.8,62.3,49.0,36.5
"Detroit, MI",42.3315509,-83.0466403,31.33,3.14,18.3,19.5,25.6,36.7,46.6,57.7,62.1,60.8,53.5,41.5,32.6,23.3,32.8,35.9,45.7,59.5,70.0,80.4,84.2,82.3,75.3,61.5,49.7,36.5
"Canoga Park, CA",34.2010776,-118.5978259,26.55,0.0,39.4,40.9,42.2,44.9,49.4,53.0,57.1,57.1,55.0,49.4,42.5,38.4,68.9,69.6,73.4,77.8,82.5,88.4,95.1,96.7,92.7,83.8,75.0,68.4
"Castroville, CA",36.7657904,-121.758005,17.84,0.02,39.5,41.5,43.3,44.6,48.2,51.0,53.3,54.0,52.2,48.3,42.9,39.6,62.3,63.9,65.1,66.6,68.1,70.1,71.0,72.5,74.0,72.7,67.5,62.3
"Plantation, FL",26.1265258,-80.25786123765101,67.1,0.0,57.1,59.0,61.6,65.9,70.7,74.4,75.4,75.8,75.2,71.9,65.7,60.4,75.4,76.7,78.5,81.9,85.5,88.5,89.8,90.2,88.8,85.8,80.9,76.9
"Phoenix, AZ",33.4484367,-112.0741417,8.03,0.0,45.6,48.7,53.5,60.2,69.0,77.2,82.5,82.1,75.4,64.4,51.9,44.8,68.6,71.7,78.2,85.9,94.7,103.8,105.8,104.2,100.1,89.3,76.4,67.3
"Centerville, OH",39.6283928,-84.1593818,40.33,2.48,20.9,24.3,31.5,42.5,52.1,60.9,64.6,63.1,55.2,44.5,35.0,24.9,36.8,40.8,50.7,62.7,72.3,80.8,83.8,83.0,76.4,64.6,52.6,39.0
"Saint Peters, MO",38.791612,-90.5958468,41.3,1.12,16.4,17.4,23.1,27.6,34.5,40.3,43.4,42.1,35.2,29.1,24.1,17.1,30.2,35.9,44.7,54.6,63.9,71.3,81.2,80.8,70.3,53.6,36.8,29.3
"Concord, NC",35.4093772,-80.5797416,48.76,0.11,28.5,31.2,38.2,46.3,55.6,65.0,69.0,67.9,60.3,48.0,38.5,30.9,51.6,55.9,64.0,73.3,80.4,87.8,90.8,89.3,83.0,73.4,64.1,54.2
"Jacksonville, FL",30.3321838,-81.655651,51.66,0,45.1,48.3,53.5,58.5,66.7,72.6,74.5,74.7,72.4,64.7,55.5,47.9,64.7,67.9,73.2,79.0,85.4,89.6,91.4,90.5,87.2,80.8,73.6,66.5
"West Chester, OH",39.3303357,-84.408275,43.0,1.63,21.0,23.4,31.1,41.4,50.6,59.8,63.9,62.0,52.7,41.4,32.4,24.0,39.0,43.2,53.8,65.7,74.3,82.4,86.3,85.0,78.6,67.0,55.1,41.9
"Port Orchard, WA",47.5315625,-122.6384056,47.27,1.14,35.5,34.8,37.7,40.9,46.1,50.8,54.1,54.6,50.4,44.2,38.5,34.5,46.5,49.4,54.0,58.9,65.2,70.2,75.9,76.6,71.3,60.3,50.6,45.0
"Thomaston, GA",32.8881879,-84.3265855,49.7,0.02,32.3,35.4,40.9,48.1,57.1,65.2,68.7,68.5,62.6,51.5,42.3,34.6,56.3,60.3,68.4,75.8,82.4,88.3,90.3,89.8,84.7,76.3,68.1,57.7
"Lone Tree, CO",39.5360997,-104.8963682,18.79,3.77,19.0,20.5,26.6,33.4,42.3,51.3,58.7,56.6,47.7,36.0,24.6,17.2,43.8,45.4,52.5,59.0,69.2,79.8,86.2,83.3,75.7,63.7,51.5,43.2
"Johnsburg, IL",42.3800209,-88.2420315,36.77,4.27,11.9,16.1,26.1,37.0,47.0,56.3,61.1,59.7,51.2,38.6,29.6,17.1,28.3,33.0,44.2,57.3,68.4,78.2,81.7,80.4,73.3,60.8,46.4,32.2
"Athens, TX",32.2044416,-95.854914,47.01,0.03,34.5,37.9,44.7,53.0,62.2,69.5,72.0,71.4,64.9,54.9,44.6,35.7,57.2,61.0,68.0,75.6,82.3,88.6,92.6,94.3,87.8,78.2,67.2,58.1
"Port Matilda, PA",40.7996651,-78.0541814,39.62,5.05,17.2,18.6,26.1,36.0,45.4,53.4,57.5,56.1,49.4,40.0,32.0,21.3,31.3,34.6,43.7,56.9,66.3,74.1,77.3,76.2,68.3,57.5,46.8,34.5
"Ventura, CA",34.4458248,-119.0779359,31.27,0,36.1,38.3,40.6,43.2,48.0,51.5,55.7,55.1,52.7,47.2,39.8,35.4,67.2,67.5,70.3,74.1,77.7,82.6,88.8,90.5,87.3,80.1,72.6,66.3
"Lakewood, OH",41.4819932,-81.7981908,36.35,4.31,21.7,23.6,30.2,40.4,50.1,59.8,64.3,63.1,56.0,45.4,36.9,26.4,34.4,37.5,46.6,59.1,69.5,78.6,82.6,80.8,73.9,62.3,50.8,38.3
"Fort Wayne, IN",41.0799898,-85.1386015,37.19,3.52,17.4,20.3,28.7,38.9,49.2,59.3,62.7,60.8,52.6,41.8,32.9,22.1,32.4,36.3,48.0,61.1,71.7,80.9,84.4,82.2,76.0,63.4,49.9,36.2
"Vacaville, CA",38.3565773,-121.9877444,24.22,0.0,38.0,40.7,43.5,46.1,51.5,57.0,59.8,58.3,55.9,49.7,42.9,37.8,55.1,60.8,65.9,71.4,80.0,88.0,92.5,92.7,87.9,78.0,64.6,55.5
"Gardena, CA",33.8963593,-118.3053037,13.89,0.0,48.9,50.5,52.9,54.9,58.5,60.8,64.0,64.7,63.6,59.6,53.5,48.5,66.5,66.8,67.6,68.9,70.6,73.1,76.5,78.2,77.2,74.7,71.0,66.3
"Cedar Hill, MS",32.483197,-90.1759208,56.22,0.02,32.9,35.6,42.8,50.1,59.4,66.5,69.4,68.5,62.2,50.0,41.3,34.4,55.4,59.5,68.2,75.9,83.1,89.5,92.3,92.3,87.4,77.8,67.5,58.0
"Temple Terrace, FL",28.0352964,-82.3892596,52.84,0.0,51.6,54.4,58.2,63.0,69.7,74.8,75.9,76.2,74.5,68.0,60.3,54.2,69.9,72.5,76.3,81.0,87.2,89.6,90.1,90.2,88.9,84.3,78.0,72.0
"Humble, TX",29.9988312,-95.2621553,54.58,0.0,43.2,46.5,52.5,59.4,67.6,73.3,75.1,74.8,69.8,60.9,52.1,44.6,62.9,66.3,73.0,79.6,86.3,91.4,93.7,94.5,89.7,82.0,72.5,64.3
"Upland, CA",34.09751,-117.6483876,17.15,0.0,43.8,45.3,47.2,50.5,55.5,59.0,63.3,64.7,62.6,55.2,47.0,42.7,65.2,65.8,69.9,74.0,78.9,85.5,92.2,93.6,89.1,80.6,72.7,65.6
"Hugoton, KS",37.1753025,-101.3496025,17.21,2.34,19.3,22.5,29.6,39.2,50.0,59.6,64.5,63.3,54.6,41.7,29.1,20.1,47.3,51.0,59.4,69.1,78.1,87.2,92.4,90.2,82.7,70.5,57.9,46.9
"Southfield, MI",42.4733689,-83.2218731,34.62,3.14,15.4,17.7,24.1,36.0,46.3,56.2,60.5,58.8,51.0,39.3,30.6,21.2,30.4,33.7,43.6,57.1,68.6,78.1,82.7,80.6,72.7,59.7,47.2,34.5
"Winter Garden, FL",28.5502685,-81.59259746085962,52.7,0.0,47.5,49.8,54.2,58.9,65.2,71.1,72.6,72.9,71.7,65.6,57.6,50.5,70.8,73.1,77.5,83.0,88.6,91.3,92.3,91.8,89.5,84.4,78.1,72.4
"Delray Beach, FL",26.4614625,-80.0728201,67.1,0.0,55.8,58.3,61.3,63.9,68.2,72.7,74.9,74.9,73.8,70.6,64.5,59.4,75.6,77.1,79.4,82.4,85.9,89.2,90.6,90.8,89.4,86.0,81.2,77.7
"Vero Beach, FL",27.6387163,-80.3975399,56.86,0.0,51.3,54.0,57.7,61.1,67.3,72.1,73.6,73.7,73.2,68.2,61.2,54.9,71.8,73.7,76.7,80.2,84.4,87.8,89.4,89.1,87.6,83.8,78.5,73.7
"Fort Pierce, FL",27.4467056,-80.3256056,53.84,0.0,50.5,52.9,56.8,60.9,66.7,71.8,72.7,73.2,73.1,68.7,60.8,55.7,72.9,75.3,77.6,81.4,85.4,88.7,90.1,90.2,88.2,84.4,79.2,74.6
"Metairie, LA",30.001852,-90.1767149159888,66.58,0,44.7,48.0,53.5,60.0,68.1,73.5,75.3,75.3,72.0,62.6,53.5,46.9,62.1,65.4,71.8,78.2,85.2,89.5,91.2,91.2,87.5,80.0,71.8,64.4
"Rock Hill, SC",34.9248667,-81.0250784,45.6,0.36,32.9,35.8,42.3,50.4,58.9,67.3,70.8,70.0,63.2,52.0,42.6,35.0,53.1,57.6,65.8,74.7,81.4,88.3,91.2,89.5,83.3,73.9,64.9,55.0
"Pleasanton, CA",37.6624312,-121.8746789,15.23,0.0,37.4,40.4,42.4,44.7,49.4,54.1,57.2,57.4,55.5,49.5,42.5,37.7,56.0,60.4,64.6,68.6,75.3,81.1,87.5,87.3,84.3,76.4,64.6,56.2
"Tarpon Springs, FL",28.148082950000003,-82.74380159717906,52.62,0.0,50.3,53.1,57.3,61.7,68.0,73.2,74.5,74.7,72.4,65.8,58.6,52.7,69.0,71.5,75.1,79.6,85.2,88.4,89.5,89.6,88.0,83.1,77.0,71.3
"Fort Worth, TX",32.753177,-97.3327459,37.8,0.02,35.1,38.7,45.9,53.9,63.4,70.7,74.4,74.3,66.7,56.0,45.6,36.3,56.4,60.1,67.6,75.8,83.5,91.0,95.0,95.8,88.2,77.6,66.5,57.0
"Douglasville, GA",33.7514966,-84.7477136,50.94,0.17,30.0,32.3,39.9,47.2,56.7,64.8,68.4,68.2,61.5,49.9,40.2,33.1,50.5,55.1,63.4,72.5,79.3,85.9,88.9,88.2,81.8,72.2,62.5,52.9
"San Antonio, TX",29.4246002,-98.4951405,34.42,0,39.6,42.1,49.7,56.7,65.5,71.6,73.5,73.5,68.1,58.6,48.9,39.7,62.7,66.8,73.0,80.2,85.6,91.1,93.6,94.8,89.8,81.4,71.9,63.5
"Mount Pleasant, TX",33.1570582,-94.9694007,46.79,0.14,31.1,34.5,42.2,49.7,59.3,67.3,70.6,69.9,62.2,50.3,41.6,33.1,55.4,59.1,67.2,75.1,82.0,89.1,92.9,93.9,87.3,77.4,66.4,56.9
"Uvalde, TX",29.300357,-99.7733181,25.5,0.0,38.6,42.5,50.3,57.1,66.1,71.3,72.5,72.5,67.8,59.4,48.6,39.6,64.5,68.3,75.5,82.5,89.3,94.7,96.1,97.6,92.2,83.9,72.7,65.4
"Oyster Bay, NY",40.865819,-73.5320304,50.04,0.0,23.8,25.5,31.4,40.6,50.1,60.0,66.0,65.3,58.7,48.0,39.1,29.4,37.0,40.3,47.8,59.4,69.2,77.9,82.2,80.7,73.4,62.5,52.6,42.2
"Keller, TX",32.9299655,-97.2271249,37.77,0.1,35.4,39.3,46.2,54.4,63.6,70.9,74.7,74.9,67.1,56.3,45.7,36.6,56.5,60.3,68.0,75.8,83.1,90.4,94.5,94.8,87.5,77.6,66.5,57.1
"Tyler, TX",32.3512601,-95.3010624,43.02,0.1,36.4,40.3,46.7,53.3,61.7,68.3,71.5,71.0,64.3,54.5,45.9,37.6,57.9,62.7,71.2,77.8,84.0,89.4,92.7,93.9,87.8,78.0,67.8,58.4
"Salado, TX",30.9473351,-97.5382009,36.42,0.04,35.9,39.6,46.6,54.5,63.4,69.8,72.6,72.3,66.1,56.2,46.7,37.6,60.3,64.3,70.8,78.6,85.3,91.3,95.4,96.5,90.3,81.1,70.6,61.6
"New Ellenton, SC",33.421531,-81.6856654,47.8,0.01,32.7,36.3,42.4,50.7,59.7,68.2,71.6,70.5,63.5,51.6,42.2,34.5,54.9,59.9,67.5,76.0,83.5,89.5,92.3,90.5,84.8,75.5,67.0,57.5
"East Stroudsburg, PA",40.9995386,-75.1812913,46.32,4.53,16.8,18.4,26.0,36.2,45.7,55.5,59.7,58.4,50.1,38.5,30.4,22.0,34.7,38.5,48.0,61.3,71.7,79.9,84.1,82.1,74.7,62.6,50.4,39.0
"Clarksville, TN",36.5277607,-87.3588703,52.17,0.72,27.2,30.7,37.8,46.7,56.4,65.1,69.4,67.7,59.5,47.3,37.9,29.9,46.4,51.4,61.5,71.6,79.4,86.9,90.3,90.1,83.3,72.3,60.6,48.9
"Morganfield, KY",37.6833776,-87.9166916,45.25,1.22,25.2,28.2,36.5,46.6,56.4,65.0,69.2,67.4,59.4,48.0,38.8,28.7,42.6,48.0,57.0,68.0,77.0,85.5,89.2,89.1,81.6,70.3,58.3,45.1
"Lexington, KY",38.0464066,-84.4970393,47.9,0.32,24.9,28.1,35.7,44.7,53.9,62.5,66.3,65.0,57.5,46.6,37.3,28.0,40.9,45.6,55.4,65.8,74.4,82.9,86.1,85.6,78.8,67.5,55.4,43.9
"North Miami, FL",25.90560775,-80.17506955013091,64.87,0.0,59.9,62.3,64.9,68.3,72.9,76.0,77.3,77.4,76.5,73.5,68.1,63.0,76.4,78.1,80.3,83.2,87.0,89.5,90.9,91.0,89.3,86.2,81.7,77.9
"Knoxville, TN",35.9603948,-83.9210261,45.75,0.89,27.2,29.6,36.1,43.7,53.4,62.6,66.8,65.5,58.2,46.0,36.3,29.7,47.0,51.6,61.0,69.8,77.6,84.9,87.8,87.5,82.1,71.5,60.4,49.5
"Lebanon, PA",40.375713,-76.4626118,42.91,3.15,20.2,22.5,29.4,38.6,48.3,57.8,62.2,60.7,53.2,41.5,33.0,24.7,36.2,39.9,49.3,61.5,71.2,79.8,83.8,82.1,74.6,63.6,52.2,40.3
"Batesville, MS",34.3114982,-89.9442567,58.16,0.05,30.0,33.2,40.4,48.9,58.7,66.6,69.7,67.8,60.4,49.4,40.1,32.5,50.1,54.9,63.8,72.7,81.1,87.7,90.4,90.7,85.3,75.3,64.1,52.8
"Flora, MS",32.5432591,-90.3094672,53.6,0.03,36.8,40.2,46.8,53.8,62.8,69.4,72.3,71.9,66.1,55.1,45.1,39.0,56.4,61.0,68.4,75.9,82.9,89.2,91.5,91.5,86.6,77.2,67.5,58.4
"Inverness, MS",33.3537315,-90.5925907,56.22,0.03,33.7,37.5,45.3,53.8,63.0,70.3,73.1,72.4,65.4,54.9,44.3,36.6,51.6,56.0,65.0,73.7,81.9,88.4,91.1,91.5,86.2,76.1,64.6,54.1
"Tunica, MS",34.6845455,-90.382877,56.06,0.06,32.5,36.5,44.4,52.7,62.3,70.0,72.9,71.1,63.8,52.5,43.9,35.1,48.5,53.5,62.7,72.5,81.3,88.8,91.4,91.1,85.2,74.7,62.8,51.4
"Purvis, MS",31.1443351,-89.406955,60.99,0.02,37.5,40.7,47.6,54.5,63.0,69.8,72.4,72.3,66.9,55.6,46.6,39.6,58.5,62.4,69.9,76.7,83.5,88.7,90.8,90.8,86.9,78.3,69.4,60.6
"Petal, MS",31.3465627,-89.2600605,61.59,0.05,37.3,40.2,46.8,52.6,61.7,68.3,71.6,70.8,65.9,54.5,45.0,39.6,59.9,63.4,71.3,78.0,85.6,89.9,92.1,92.2,87.7,79.5,70.0,61.8
"Mobile, AL",30.6943566,-88.0430541,65.28,0.0,40.4,43.8,49.8,56.7,64.7,71.4,73.7,73.6,69.7,59.1,49.8,43.4,60.0,63.2,69.8,76.1,83.0,88.2,90.4,90.5,87.3,79.4,70.3,61.9
"Gulfport, MS",30.3674198,-89.0928155,64.83,0.02,42.1,45.7,51.5,58.4,66.7,72.1,74.1,73.7,69.4,59.9,50.8,44.4,60.0,63.2,69.4,75.8,83.0,87.6,89.7,89.7,86.4,78.7,69.7,62.1
"Pell City, AL",33.5862149,-86.2860888,58.15,0.04,32.7,36.2,42.0,48.6,57.7,65.3,68.8,67.8,61.3,50.0,41.1,34.9,56.7,61.1,69.7,76.7,82.9,88.8,91.3,90.9,86.0,77.1,67.7,58.6
"Madison, MS",32.4618086,-90.1153638,56.22,0.02,32.9,35.6,42.8,50.1,59.4,66.5,69.4,68.5,62.2,50.0,41.3,34.4,55.4,59.5,68.2,75.9,83.1,89.5,92.3,92.3,87.4,77.8,67.5,58.0
"Wiggins, MS",30.858244,-89.1353283,68.88,0.05,35.4,38.6,44.8,52.0,60.5,67.3,69.7,70.2,64.9,53.5,44.7,37.8,61.2,64.6,71.9,78.4,85.0,89.9,91.6,91.7,87.7,80.2,70.8,62.9
"Griffin, GA",33.2467807,-84.2640904,48.42,0.02,33.0,36.1,43.0,49.8,58.5,66.0,69.0,68.4,62.2,51.4,42.7,35.2,53.8,57.9,65.6,72.9,80.2,86.4,89.3,88.1,82.7,73.9,65.1,55.9
"Caledonia, MS",33.6828918,-88.3244812,58.12,0.03,30.1,34.2,41.0,46.8,56.4,64.9,68.4,67.6,60.6,48.5,40.5,33.3,53.6,58.1,67.0,74.9,82.1,88.6,91.7,91.8,86.2,76.3,66.3,55.9
"Marshall, WI",43.1683286,-89.0667775,34.22,3.49,11.1,13.6,23.6,35.8,47.3,56.9,61.4,60.4,50.4,39.3,28.2,17.1,28.0,31.0,42.9,57.4,68.6,78.7,82.5,80.6,73.0,60.9,45.9,32.4
"Smyrna, TN",35.9828413,-86.5186045,52.07,0.46,25.8,28.7,35.5,43.0,51.9,61.2,65.7,64.2,54.7,43.5,34.4,27.8,47.5,52.5,61.2,70.5,78.1,86.0,88.9,90.0,83.6,72.2,61.0,50.5
"Los Angeles, CA",34.0536909,-118.2427666,15.32,0.0,47.8,49.3,51.0,53.5,57.1,60.3,63.6,64.1,63.1,58.7,52.0,47.5,68.2,68.6,70.2,72.7,74.5,78.1,83.1,84.4,83.1,78.5,72.8,67.7
"Chicago, IL",41.8755616,-87.6244212,37.75,3.49,19.8,22.9,30.9,42.2,51.7,61.9,69.5,68.6,61.1,49.2,37.5,24.9,32.2,36.4,45.8,56.9,67.8,77.1,83.4,81.5,74.5,62.8,49.2,36.3
"Oakland, CA",37.8044557,-122.2713563,26.74,0.0,44.3,46.8,48.5,50.0,52.7,55.0,56.2,57.5,57.1,54.4,49.1,44.7,58.1,61.6,63.9,66.3,68.7,71.5,72.0,73.0,74.1,71.7,64.6,58.3
"Tacoma, WA",47.2495798,-122.4398746,40.42,0.48,37.1,36.9,39.8,43.2,48.2,52.6,56.1,55.7,51.6,46.0,40.4,35.8,48.4,50.9,55.5,60.4,66.4,71.5,77.0,77.0,71.3,61.3,52.6,46.9
"Berkeley, CA",37.8708393,-122.2728639,26.74,0.0,42.0,44.2,45.7,46.5,49.4,51.7,53.0,53.9,53.4,51.5,46.6,42.6,58.4,61.6,64.2,66.8,69.7,73.2,73.9,74.3,74.8,72.5,64.8,58.6
"Corvallis, OR",44.5645659,-123.2620435,89.75,1.6,34.2,34.7,37.3,39.6,44.1,48.5,51.8,51.1,47.7,41.7,37.9,33.4,47.1,50.9,56.1,60.8,67.2,73.2,81.7,82.6,77.0,64.7,52.6,45.8
