Last Name,First Name,Team,Position,Overall,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run
Eifert,Tyler,Bengals,TE,91,84,87,71,85,88,89,79,40,35,22,21,75,63,35,91,10,80,95,83,75,57,85,68,65,70,65,66,71,62,65,20,30,50,39,22,11,27,89,88,85,25,25,84,15,10,6,6,10
Hicks,Jordan,Eagles,MLB,85,84,90,79,86,91,70,63,24,25,14,22,45,45,88,88,10,80,89,73,42,37,48,37,34,43,79,45,45,45,45,69,59,70,85,91,81,87,29,23,10,81,59,25,6,6,6,6,6
Bryant,Matt,Falcons,K,85,56,64,42,51,69,27,40,31,16,96,96,15,32,15,32,10,80,79,60,10,25,10,10,10,10,15,15,15,32,32,10,10,15,18,17,11,13,12,10,10,12,10,12,35,30,25,20,20
Stewart,Jonathan,Panthers,HB,84,86,92,81,88,87,59,86,30,30,25,25,30,72,20,88,63,80,88,90,86,87,90,88,76,86,40,40,40,45,50,10,10,11,40,20,15,20,55,65,62,20,20,60,35,30,20,15,15
Charles,Jamaal,Broncos,HB,84,90,91,62,92,84,70,86,30,30,25,25,40,49,25,88,66,80,95,74,62,87,90,71,88,91,35,35,35,55,60,10,10,11,38,20,15,20,70,71,76,20,20,63,35,30,20,15,15
Scandrick,Orlando,Cowboys,CB,83,90,92,57,91,82,73,72,36,36,26,26,45,45,63,93,70,80,89,83,36,55,82,38,75,82,55,45,45,45,45,41,45,58,75,82,85,77,40,36,44,62,82,45,6,6,6,6,6
Kennard,Devon,Giants,LOLB,80,83,89,75,77,84,61,55,15,18,27,24,45,45,86,75,10,80,88,84,45,25,15,30,33,32,87,45,45,45,45,65,54,83,87,84,61,73,35,33,15,77,50,25,6,6,6,6,6
Ellison,Rhett,Giants,FB,79,81,87,76,73,74,74,74,26,29,14,12,71,70,48,81,35,80,85,72,60,57,73,62,66,64,77,75,83,64,72,10,10,49,35,13,12,12,75,72,54,35,25,60,15,10,6,6,10
Anderson,Robby,Jets,WR,74,94,90,58,88,74,82,68,29,27,11,11,62,35,21,86,65,80,89,78,37,75,77,48,74,80,43,53,51,39,37,10,10,26,38,25,20,25,83,78,77,12,10,76,15,10,6,6,10
Hayden,D.J.,Lions,CB,74,91,90,57,94,71,65,65,30,30,18,19,45,45,68,85,45,80,91,75,33,86,78,35,79,86,48,45,45,45,45,37,54,52,74,71,73,76,60,48,20,76,79,32,6,6,6,6,6
Davis,Jarrad,Lions,MLB,74,85,90,83,83,69,53,48,17,19,21,20,45,45,89,91,10,80,91,78,32,25,34,42,26,37,78,45,45,45,45,67,58,81,77,69,64,68,46,43,28,87,42,26,6,6,6,6,6
Okung,Russell,Chargers,LT,73,64,78,88,71,80,20,40,26,40,35,8,79,73,28,73,14,80,88,88,10,25,10,10,10,10,81,81,87,86,92,10,10,24,25,10,12,12,15,15,15,20,10,15,6,6,6,6,6
March-Lillard,Justin,Chiefs,MLB,72,82,89,74,80,72,56,47,25,21,22,29,27,20,82,85,10,80,87,80,33,32,39,47,33,35,81,45,45,45,45,60,64,76,79,72,69,77,46,41,29,78,41,15,6,6,6,6,6
White,Kevin,Bears,WR,72,93,91,75,88,54,82,69,35,30,20,20,49,44,42,87,62,80,89,82,69,67,86,64,80,78,45,49,47,42,40,30,25,35,33,32,25,30,84,84,70,33,44,82,15,10,10,15,15
Jackson,Eddie,Bears,SS,71,88,90,63,86,66,78,73,21,22,20,19,48,45,67,84,83,80,89,64,48,72,80,47,65,76,53,45,45,45,45,32,41,61,80,66,72,78,71,73,52,82,66,49,6,6,6,6,6
Celek,Garrett,49ers,TE,70,80,85,73,76,75,78,72,30,30,15,15,55,57,35,83,35,80,84,76,64,64,57,63,72,68,68,53,60,52,57,10,10,50,39,21,15,22,72,74,62,25,25,69,15,10,6,6,10
Schaub,Matt,Falcons,QB,69,64,70,64,53,84,28,60,82,82,22,14,21,19,23,44,10,80,93,85,20,20,40,20,37,48,21,21,21,19,19,10,10,23,25,32,11,31,15,15,15,12,10,15,85,76,72,74,73
Thomas,De'Anthony,Chiefs,WR,69,92,91,41,97,69,78,72,32,35,20,22,30,29,19,85,89,80,81,64,38,90,87,35,89,89,40,35,34,28,29,10,10,20,35,20,19,35,77,72,72,12,15,58,25,20,15,6,25
Lengel,Matt,Patriots,TE,69,74,86,76,82,58,76,73,27,29,21,19,71,64,37,83,18,80,86,77,66,51,68,65,59,65,61,42,30,57,57,17,17,34,43,22,14,21,75,72,61,33,17,64,15,10,6,6,10
Jenkins,Jarvis,Chiefs,RE,68,73,79,91,58,77,29,35,12,22,19,19,45,45,77,55,10,80,68,80,29,22,15,10,10,15,82,45,45,45,45,75,49,77,75,77,20,30,12,10,10,76,10,12,6,6,6,6,6
Herzlich,Mark,Giants,LOLB,68,73,82,75,75,75,72,55,20,19,14,17,45,45,78,74,10,80,90,98,47,29,35,45,35,40,79,45,45,45,45,55,49,72,88,75,53,72,48,55,20,81,40,25,6,6,6,6,6
Brown,Pharaoh,Raiders,TE,68,78,85,75,77,49,73,74,25,28,24,19,69,62,35,82,15,80,83,71,62,67,73,69,66,74,71,61,59,55,54,20,28,26,33,18,12,17,74,76,61,39,15,62,15,10,6,6,10
Hill,Shaq,Texans,WR,64,90,93,63,94,49,77,74,29,55,30,18,53,38,42,85,75,80,93,78,63,86,82,58,87,91,51,21,20,15,16,10,10,32,46,20,16,19,79,78,58,27,15,53,15,10,5,16,17
Williams,Teddy,Panthers,CB,62,93,92,55,87,53,68,62,22,20,22,15,48,15,38,86,75,80,86,55,36,64,61,32,73,75,45,21,21,20,14,25,20,50,55,53,71,67,68,65,54,34,66,47,15,10,6,6,10
Hill,Taysom,Packers,QB,60,87,86,62,83,48,62,67,88,68,25,20,53,41,57,91,25,80,89,85,62,75,70,58,76,80,61,25,28,22,22,44,53,54,68,15,53,59,54,60,52,63,51,53,74,68,70,68,76
Sims,Blake,Buccaneers,HB,54,87,86,60,80,48,58,65,87,72,15,12,25,22,33,77,10,80,86,77,47,72,82,61,76,80,30,25,25,23,30,5,5,20,30,15,13,20,50,42,35,7,10,28,69,66,75,67,78
McCoy,LeSean,Bills,HB,92,90,92,66,98,93,73,86,30,40,11,21,39,44,28,89,25,81,93,84,63,93,96,69,93,96,40,40,42,45,50,10,10,25,39,12,13,12,70,76,84,20,20,75,35,30,20,15,15
Mathieu,Tyrann,Cardinals,FS,87,90,93,61,92,88,81,68,35,33,25,22,45,45,72,86,84,81,92,85,35,86,88,55,86,93,60,45,45,45,45,41,69,64,86,88,82,80,66,55,35,84,86,25,26,20,17,19,27
Gurley II,Todd,Rams,HB,85,92,92,70,93,88,69,85,34,32,19,15,44,68,41,89,77,81,92,89,78,85,87,82,85,88,49,46,45,52,49,11,14,42,44,15,10,20,65,60,47,45,12,54,35,35,35,15,25
Murray,Latavius,Vikings,HB,84,92,94,72,89,84,63,84,40,41,20,22,55,69,39,88,77,81,86,78,87,77,87,87,84,91,55,56,55,66,64,30,30,35,35,35,18,25,56,63,54,45,15,55,35,33,30,33,32
Bradford,Sam,Vikings,QB,83,65,66,51,67,86,32,57,90,86,15,12,13,12,28,62,10,81,95,84,24,37,59,28,50,55,13,13,13,12,12,10,10,22,14,26,13,31,12,10,10,12,10,12,91,84,83,87,80
Lockett,Tyler,Seahawks,WR,80,93,92,49,96,82,87,75,30,23,30,25,59,30,25,85,97,81,93,76,38,88,93,38,88,95,45,35,32,32,30,5,10,25,30,15,10,25,79,80,83,8,10,76,15,10,6,6,10
Amendola,Danny,Patriots,WR,78,84,89,52,90,83,87,68,31,28,28,24,60,20,25,75,88,81,97,88,43,88,89,54,75,84,40,30,25,17,17,10,10,35,35,19,14,20,82,85,83,15,15,81,15,10,6,6,10
Barron,Mark,Rams,MLB,77,86,87,72,81,81,68,64,35,30,20,15,45,45,80,85,35,81,94,88,55,35,72,52,55,60,80,55,45,45,45,54,43,72,83,81,77,83,61,65,25,91,61,20,15,10,10,15,15
Carradine,Tank,49ers,LE,77,80,87,83,81,74,45,50,20,30,19,15,45,45,81,78,10,81,80,84,54,35,40,42,50,51,82,45,45,45,45,81,68,71,78,74,51,62,25,15,15,79,35,15,6,6,6,6,6
Williams,Vince,Steelers,MLB,74,80,83,73,75,73,51,60,29,19,25,21,45,45,86,79,10,81,87,85,35,25,40,50,49,52,81,45,45,45,45,79,63,81,83,73,56,67,20,25,15,88,62,25,6,6,6,6,6
Prosise,C.J.,Seahawks,HB,74,90,90,69,86,68,77,75,21,23,19,20,40,59,31,86,52,81,89,86,80,77,81,75,77,82,37,24,24,26,24,11,12,26,38,20,14,19,69,73,75,21,16,62,29,20,18,18,28
Palardy,Michael,Panthers,P,74,82,86,49,58,57,22,19,34,45,91,78,19,14,29,49,10,81,89,60,13,20,40,29,21,30,18,19,19,20,20,10,10,27,24,28,12,15,12,10,10,17,10,12,30,22,21,20,20
Thomas III,J.T.,Giants,ROLB,73,82,89,66,84,71,59,50,22,22,10,10,45,45,79,74,10,81,88,89,10,35,27,12,10,40,79,45,45,45,45,61,70,68,79,71,70,80,45,40,10,75,55,20,6,6,6,6,6
Allen,Nate,Dolphins,FS,72,86,91,55,85,77,72,65,27,21,28,24,45,45,70,87,44,81,92,72,10,45,65,45,55,65,65,45,45,45,45,45,55,54,75,77,57,70,75,65,15,67,77,15,6,6,6,6,6
Golson,Senquez,Steelers,CB,72,90,91,69,94,61,74,64,45,45,20,22,30,29,43,83,68,81,90,78,29,74,72,23,74,80,45,31,29,28,32,20,24,34,64,61,78,85,81,64,31,42,66,37,25,20,15,6,25
Gradkowski,Gino,Panthers,C,71,62,79,85,68,76,44,45,30,30,25,25,75,75,39,78,10,81,85,88,25,12,15,30,10,10,83,77,85,73,75,10,10,20,28,15,12,15,16,16,14,24,10,15,6,6,6,6,6
Exum Jr,Antone,Vikings,FS,71,89,90,62,89,65,65,55,21,21,29,21,45,45,63,83,50,81,88,76,25,70,65,25,70,74,57,45,45,45,45,39,45,58,78,65,79,77,35,33,20,73,81,12,6,6,6,6,6
Wile,Matt,Cardinals,P,70,62,67,38,69,50,39,40,41,45,90,77,11,10,29,49,10,81,83,41,18,24,26,17,13,19,8,7,7,9,9,10,10,23,24,26,10,27,15,15,15,12,10,15,27,22,17,20,23
Washington,Dwayne,Lions,HB,68,90,90,75,86,65,62,82,29,22,20,22,30,48,27,86,78,81,86,70,56,74,75,81,71,79,31,56,55,66,64,20,20,27,31,35,18,25,41,47,62,30,15,51,25,23,20,19,24
Coleman,Shon,Browns,RT,68,66,74,86,67,58,30,33,25,25,24,22,76,74,30,74,10,81,83,87,31,18,20,26,19,21,78,90,82,87,68,32,20,15,23,10,12,15,12,10,10,44,10,12,6,6,6,6,6
Alexander,D.J.,Chiefs,MLB,66,87,91,67,84,65,54,60,25,25,17,19,45,45,78,84,10,81,84,68,42,44,42,51,55,62,79,45,45,45,45,56,69,69,82,65,59,65,35,32,15,76,57,15,6,6,6,6,6
Lawson,Carl,Bengals,LOLB,66,82,88,88,70,58,31,27,12,15,14,12,45,45,80,80,10,81,88,74,36,40,37,27,26,35,81,45,45,45,45,72,79,81,76,58,33,39,24,17,15,76,30,25,6,6,6,6,6
Smith,Derron,Bengals,FS,65,85,90,70,85,65,76,64,50,42,20,20,45,45,54,84,74,81,89,75,54,71,72,56,70,75,62,45,45,45,45,42,48,54,72,65,62,73,72,66,35,75,66,42,45,44,35,25,39
Gordon,Dillon,Eagles,LT,64,74,79,82,77,50,73,64,21,22,20,20,75,74,38,72,8,81,80,77,36,14,18,16,9,12,77,82,78,80,72,17,15,28,30,16,12,14,14,13,14,29,9,15,6,6,6,6,6
Bundy,Marquis,Cardinals,WR,62,89,92,66,88,49,78,65,35,31,23,22,57,44,33,83,42,81,87,71,52,67,73,54,71,76,48,44,44,36,34,11,11,36,48,21,34,44,79,76,61,28,45,65,15,10,6,6,10
Clay,Kaelin,Panthers,WR,58,91,89,59,88,58,73,65,25,25,25,21,35,30,32,83,83,81,89,74,29,85,83,34,77,84,40,30,25,25,21,10,10,25,29,29,18,29,59,74,51,12,14,50,25,20,20,24,21
Kelce,Travis,Chiefs,TE,94,85,88,79,87,93,86,64,67,52,35,32,74,68,45,91,6,82,87,85,78,69,83,82,68,79,74,72,74,70,71,20,20,40,42,15,12,14,88,87,85,15,10,82,63,60,54,25,44
Jefferson,Tony,Ravens,SS,88,83,87,64,81,91,64,55,24,25,26,19,45,45,80,82,40,82,90,80,45,59,70,50,66,70,63,45,45,45,45,48,53,70,91,91,78,80,44,44,20,85,72,25,6,6,6,6,6
Williams,Kyle,Bills,DT,87,62,79,90,63,94,37,40,25,22,18,17,45,45,89,64,10,82,85,92,10,19,10,10,10,10,94,45,45,45,45,80,63,90,84,94,30,23,15,15,15,65,10,15,6,6,6,6,6
Miller,Zach,Bears,TE,86,85,89,71,81,82,93,74,70,58,20,20,78,71,25,84,30,82,78,77,65,71,76,55,75,77,55,54,50,51,49,10,10,40,40,20,15,20,78,79,79,15,15,76,63,61,57,44,72
Pouncey,Maurkice,Steelers,C,85,63,80,91,72,92,34,32,12,10,15,10,78,87,35,55,10,82,88,89,35,21,10,10,10,10,88,92,89,89,87,10,10,24,29,10,12,12,15,15,15,20,10,15,6,6,6,6,6
Coleman,Tevin,Falcons,HB,85,94,92,74,93,81,70,87,37,34,16,17,44,62,35,84,77,82,90,84,82,78,87,78,82,89,44,45,44,62,60,5,5,29,29,25,10,20,69,69,69,33,5,55,15,10,5,10,10
Peterson,Adrian,Saints,HB,84,90,90,88,92,89,60,80,35,40,25,26,43,70,42,89,45,82,98,97,90,83,87,90,78,87,34,32,32,55,60,10,10,35,40,28,12,12,40,55,63,15,15,59,35,30,20,15,15
Johnson,Derrick,Chiefs,MLB,83,82,86,73,83,90,74,66,8,12,21,10,45,45,88,74,10,82,93,90,25,46,35,50,60,54,88,45,45,45,45,50,60,71,84,90,75,84,45,25,15,88,55,20,6,6,6,6,6
Britt,Kenny,Browns,WR,82,86,88,77,84,86,86,72,26,26,25,15,61,50,30,91,25,82,95,96,76,77,85,81,78,81,62,65,64,52,49,10,10,40,47,18,17,25,88,87,83,55,15,85,15,10,6,6,10
Shazier,Ryan,Steelers,MLB,81,90,90,83,88,82,70,59,20,19,27,23,45,45,85,97,10,82,93,78,44,64,44,45,49,52,86,45,45,45,45,74,62,78,84,82,58,68,52,44,15,87,54,25,6,6,6,6,6
Benjamin,Travis,Chargers,WR,80,92,91,37,96,87,86,73,30,25,20,15,58,26,20,90,92,82,92,62,37,88,87,39,83,93,43,30,25,28,24,15,20,35,19,15,15,20,84,82,85,12,13,67,10,10,10,10,10
Bridgewater,Teddy,Vikings,QB,79,82,87,51,84,77,55,68,90,87,25,25,20,15,29,78,10,82,92,93,34,74,78,48,71,74,30,40,30,30,20,10,10,25,20,15,15,20,34,40,32,12,10,37,86,85,78,72,82
Lutz,Wil,Saints,K,79,71,69,42,62,60,18,40,40,45,96,88,16,17,26,25,10,82,79,70,10,15,10,10,10,10,16,16,16,17,17,10,10,24,29,17,11,17,15,15,15,13,10,15,15,15,15,15,15
Sweezy,J.R.,Buccaneers,LG,77,76,83,84,64,78,40,30,30,22,22,21,81,77,67,87,10,82,79,88,20,15,10,10,10,10,85,75,81,71,74,74,45,68,71,45,15,20,12,10,10,65,10,12,6,6,6,6,6
Alonso,Kiko,Dolphins,MLB,76,81,86,66,83,83,76,55,29,15,19,19,45,45,87,76,15,82,96,81,48,25,45,42,35,39,83,45,45,45,45,66,59,70,79,83,60,72,66,33,10,82,55,12,6,6,6,6,6
Anderson,Henry,Colts,LE,76,73,82,83,68,80,44,45,19,22,17,25,45,45,83,79,10,82,74,85,44,15,33,25,10,10,87,45,45,45,45,80,60,78,83,80,25,30,24,21,10,76,12,15,6,6,6,6,6
Holmes,Andre,Bills,WR,76,87,88,67,84,78,82,75,35,22,17,12,44,34,27,87,25,82,84,80,56,75,74,48,71,76,49,40,42,41,38,15,10,57,60,19,11,16,88,83,77,12,10,81,30,25,20,10,20
Edwards Jr,Mario,Raiders,RE,76,78,81,88,71,73,50,45,33,19,21,25,45,45,82,81,10,82,74,75,25,10,15,25,15,15,87,45,45,45,45,82,66,79,82,73,24,34,15,15,15,88,15,15,6,6,6,6,6
Spiller,C.J.,Chiefs,HB,76,90,92,62,93,73,71,77,35,40,25,22,32,65,35,91,82,82,88,75,54,83,85,62,84,88,30,30,30,44,53,10,10,30,35,28,12,12,66,69,72,16,15,75,45,35,30,15,25
Joeckel,Luke,Seahawks,RG,75,62,78,87,72,72,40,50,25,24,21,19,82,74,45,74,10,82,95,86,35,30,25,10,10,10,91,84,91,87,96,40,30,40,50,30,12,15,25,35,28,40,10,35,6,6,6,6,6
Westbrook,Dede,Jaguars,WR,75,93,92,57,95,59,86,74,32,35,22,24,38,33,23,83,82,82,95,77,39,82,83,63,67,87,40,40,40,38,35,10,10,28,36,20,17,26,83,81,82,26,15,76,27,22,18,23,28
Gregory,Randy,Cowboys,RE,74,84,88,79,85,66,40,55,24,22,26,19,45,45,73,87,10,82,76,64,50,60,61,55,49,52,82,50,49,45,45,70,81,73,82,66,40,55,38,32,15,75,45,20,6,6,6,6,6
Butt,Jake,Broncos,TE,74,81,85,75,73,60,83,76,28,30,32,21,69,61,32,80,38,82,86,84,71,65,77,72,60,73,70,75,82,55,59,28,17,31,37,22,15,20,78,79,65,35,25,64,23,17,14,12,24
Jean Francois,Ricky,Packers,RE,73,63,78,84,67,78,24,40,19,18,15,11,45,45,82,68,10,82,81,72,10,20,10,10,10,10,85,45,45,45,45,81,59,82,83,78,23,45,12,10,10,79,10,12,6,6,6,6,6
Derby,A.J.,Broncos,TE,73,82,86,67,83,55,80,75,63,51,26,25,71,62,50,83,30,82,85,85,71,55,76,58,70,64,63,60,60,55,55,30,20,50,29,15,12,15,77,82,66,45,10,72,53,48,47,46,54
Mauldin IV,Lorenzo,Jets,ROLB,72,79,85,76,78,69,49,50,34,30,28,28,45,45,79,82,10,82,85,88,40,35,32,45,40,35,76,45,45,45,45,60,80,72,84,69,53,58,15,10,10,81,40,12,6,6,6,6,6
Henderson,Seantrel,Bills,RT,71,71,84,83,59,75,35,40,25,40,28,15,75,69,40,75,11,82,70,65,24,10,10,10,20,21,81,75,87,74,84,10,10,39,25,10,12,12,12,15,10,26,10,12,6,6,6,6,6
Johnson,George,Buccaneers,LE,71,77,84,82,72,72,29,35,10,20,30,20,45,45,69,71,10,82,75,75,35,27,32,10,30,40,80,45,45,45,45,65,75,81,81,72,25,30,20,10,10,65,35,12,6,6,6,6,6
Fowler III,Bennie,Broncos,WR,71,91,90,70,86,70,80,69,30,31,25,30,56,42,42,86,67,82,85,66,66,66,84,65,74,78,55,55,57,35,32,10,10,52,44,26,18,24,84,70,69,15,25,78,15,10,6,6,10
Humphries,D.J.,Cardinals,LT,71,68,77,88,74,68,35,40,10,10,13,6,79,73,45,80,10,82,92,87,21,10,15,10,10,10,85,77,83,87,89,10,10,35,32,25,18,12,12,10,10,25,10,12,6,6,6,6,6
Brown,Marlon,Broncos,WR,71,88,88,57,87,66,80,71,35,30,20,20,53,42,45,88,65,82,88,72,45,70,77,72,74,77,55,54,53,45,44,30,32,53,30,35,32,43,87,85,75,35,40,72,15,10,10,15,15
Kerr,Zach,Broncos,LE,71,70,83,87,57,63,32,45,10,9,11,10,45,45,80,76,10,82,68,76,35,10,25,40,15,11,85,45,45,45,45,68,83,85,79,63,20,25,15,16,10,76,10,12,6,6,6,6,6
Campbell,Ibraheim,Browns,SS,70,88,89,78,87,66,52,55,24,25,26,19,45,45,75,83,35,82,87,80,45,50,65,51,62,64,59,45,45,45,45,48,44,68,74,66,57,69,40,45,20,79,63,25,6,6,6,6,6
Pierce,Bernard,Broncos,HB,69,89,92,76,80,72,55,86,18,18,10,11,50,40,35,88,15,82,86,81,79,54,74,76,85,75,41,42,42,44,43,10,10,22,37,17,15,31,49,52,45,20,20,50,35,30,20,15,15
Wright III,Scooby,Cardinals,MLB,69,78,84,76,77,72,53,44,24,20,20,20,36,27,79,87,11,82,83,85,41,33,45,42,32,41,83,45,45,45,45,68,55,75,76,72,63,66,50,59,35,84,49,39,6,6,6,6,6
Wise Jr,Deatrich,Patriots,RE,69,75,84,85,66,59,36,32,11,20,14,22,45,45,80,80,10,82,85,74,24,28,31,35,16,32,87,45,45,45,45,79,67,84,74,59,24,33,33,35,17,81,10,15,6,6,6,6,6
Ridgeway,Hassan,Colts,LE,69,72,84,87,73,56,35,36,23,21,17,17,37,32,82,77,9,82,77,70,34,19,22,28,17,22,78,46,45,44,45,81,68,82,78,56,18,26,16,14,13,84,13,15,6,6,6,6,6
Roberson,Marcus,Texans,CB,68,86,91,46,89,66,71,62,36,36,25,25,45,45,44,89,69,82,88,76,29,84,79,35,74,76,45,45,45,45,45,31,33,42,77,66,70,78,64,55,35,60,68,40,6,6,6,6,6
Latimer,Cody,Broncos,WR,68,90,90,73,88,48,78,70,32,25,19,19,53,51,35,91,25,82,88,87,68,55,73,65,70,74,59,54,55,54,50,10,10,42,35,26,18,24,84,88,65,15,25,84,15,10,6,6,10
Morgan II,David,Vikings,TE,67,72,79,81,74,52,79,73,27,23,21,19,73,57,34,83,18,82,85,70,68,58,69,63,53,61,67,62,61,57,57,17,17,33,37,22,14,21,72,79,52,27,17,60,15,10,6,6,10
Nelson,Corey,Broncos,MLB,66,86,89,76,82,64,55,62,26,28,26,26,45,45,79,78,10,82,89,74,35,20,15,15,10,15,80,45,45,45,45,58,46,71,77,64,65,75,25,15,15,79,54,20,6,6,6,6,6
Seymour,Kevon,Bills,CB,66,93,91,62,90,53,60,58,25,25,10,11,28,19,52,86,45,82,86,68,25,60,63,31,67,72,45,45,45,45,45,26,31,41,71,53,78,69,38,29,20,53,69,12,6,6,6,6,6
Peake,Charone,Jets,WR,66,93,94,66,89,50,76,68,31,26,23,22,56,44,27,86,65,82,88,77,65,74,78,70,71,77,45,44,44,36,34,11,11,39,37,21,16,24,72,78,67,15,16,67,26,22,24,24,22
Thompson,Tyrus,Panthers,LT,66,61,76,88,67,49,27,40,11,11,15,12,74,79,32,79,10,82,68,61,19,15,10,10,10,10,70,76,68,87,76,10,10,25,30,28,12,13,15,15,15,20,10,15,6,6,6,6,6
Croom,Jason,Bills,TE,66,83,86,72,78,48,75,66,25,25,15,19,62,57,37,82,8,82,85,83,68,72,64,63,66,73,66,55,60,51,55,10,10,41,37,17,13,22,82,75,60,35,10,68,15,10,6,6,10
Grant,Corey,Jaguars,HB,65,96,90,68,85,62,58,74,30,28,11,11,29,35,33,87,75,82,78,65,58,75,76,59,71,76,35,35,34,37,35,5,5,21,24,13,10,20,63,60,54,15,15,52,30,20,10,10,10
Wilds,Brandon,Jets,HB,65,88,90,76,81,53,62,83,30,30,25,18,46,51,29,86,66,82,84,75,77,69,78,70,62,79,38,51,50,44,45,10,10,11,40,22,15,20,52,58,48,20,20,57,30,25,20,15,15
Price,Sheldon,Ravens,CB,61,89,87,46,85,47,65,58,27,21,11,15,45,45,46,90,60,82,92,69,25,60,59,21,64,69,45,45,45,45,45,25,28,47,52,47,79,67,65,55,20,39,79,15,6,6,6,6,6
Holmes,Gabe,Raiders,TE,61,76,85,73,81,41,76,68,25,25,15,19,61,47,40,91,11,82,86,72,73,64,56,67,76,77,54,55,60,55,60,10,10,52,35,21,10,24,83,72,59,38,10,72,15,10,6,6,10
Shaw,Connor,Bears,QB,57,83,83,51,82,51,46,70,80,73,25,20,25,26,36,84,10,82,94,86,42,56,78,45,73,78,19,19,19,26,26,10,10,27,39,28,12,12,22,20,15,12,10,17,74,73,66,69,80
Lee,Sean,Cowboys,ROLB,91,83,90,75,81,96,77,50,25,25,20,20,45,45,96,75,10,83,95,80,35,20,25,35,15,30,89,45,45,45,45,68,56,82,95,96,75,84,63,65,15,83,53,12,6,6,6,6,6
Bouye,A.J.,Jaguars,CB,88,89,94,66,91,85,68,65,27,35,10,11,45,45,62,89,65,83,91,72,35,67,74,39,74,76,54,45,45,45,45,37,40,53,72,85,92,87,54,48,20,48,78,25,6,6,6,6,6
Davis Sr,Thomas,Panthers,ROLB,87,82,83,72,85,91,72,65,17,19,21,20,45,45,91,84,10,83,94,98,45,15,35,49,10,62,90,45,45,45,45,75,65,76,88,91,66,76,64,30,15,94,55,25,6,6,6,6,6
Bulaga,Bryan,Packers,RT,86,63,78,88,68,94,15,40,10,10,11,11,74,92,25,47,10,83,90,86,10,30,10,10,10,10,86,96,92,91,87,10,10,25,33,15,11,12,15,15,15,33,10,15,6,6,6,6,6
Diggs,Stefon,Vikings,WR,86,91,93,63,93,87,89,74,35,35,30,30,65,39,25,86,85,83,88,66,37,88,89,53,87,96,49,45,44,35,37,10,10,35,35,20,15,25,91,85,92,12,15,81,15,10,6,6,10
Ingram,Mark,Saints,HB,84,87,91,74,88,88,67,87,35,30,25,25,46,71,25,80,45,83,93,95,87,76,86,82,77,90,45,40,40,54,47,10,10,11,35,20,15,20,66,68,70,30,20,64,35,30,25,15,15
Dumervil,Elvis,49ers,RE,83,75,82,78,78,91,49,40,34,40,20,19,45,45,77,73,12,83,90,84,40,37,32,10,10,10,78,45,45,45,45,74,85,70,88,91,52,63,12,10,10,76,20,12,6,6,6,6,6
Maclin,Jeremy,Ravens,WR,83,92,88,57,93,84,90,66,24,26,21,11,39,22,20,87,75,83,93,78,54,85,92,67,83,88,40,39,41,22,22,10,10,35,48,24,18,22,90,88,87,15,10,80,15,10,6,6,10
Ivory,Chris,Jaguars,HB,80,89,90,84,83,85,61,82,36,36,25,25,40,66,35,72,62,83,82,69,91,73,85,90,83,81,25,40,40,45,40,10,10,25,55,15,13,25,45,50,59,20,20,54,10,10,10,10,10
Kendricks,Eric,Vikings,MLB,80,85,90,74,82,84,69,60,24,25,19,14,45,45,87,88,10,83,92,74,43,42,29,33,35,42,82,45,45,45,45,53,63,69,86,84,71,82,47,48,15,85,55,25,6,6,6,6,6
Houston,Lamarr,Bears,ROLB,80,75,83,85,72,82,46,40,20,20,20,20,45,45,82,75,10,83,91,72,20,10,10,10,10,10,83,45,45,45,45,82,65,86,85,82,45,65,15,15,15,76,20,15,6,6,6,6,6
Crawford,Tyrone,Cowboys,LE,77,78,84,81,71,78,30,40,30,30,22,21,50,45,82,84,10,83,82,80,30,15,22,30,15,20,85,45,45,45,45,82,70,67,78,78,25,42,15,10,10,79,25,12,9,9,9,9,9
Turbin,Robert,Colts,HB,76,90,89,82,84,72,65,84,30,30,25,25,35,70,20,87,40,83,85,95,82,73,83,75,75,80,50,42,44,44,40,10,10,11,40,20,15,20,68,74,63,20,20,77,30,25,20,15,15
Swaim,Geoff,Cowboys,TE,74,82,86,74,79,70,74,72,35,35,22,22,76,65,35,85,35,83,78,72,65,47,62,68,65,64,73,79,75,67,63,10,10,51,35,19,19,20,72,69,60,12,10,65,15,10,6,6,10
Seferian-Jenkins,Austin,Jets,TE,74,87,86,74,78,66,80,68,35,32,25,15,54,72,45,87,10,83,82,74,71,58,72,68,66,68,72,71,69,67,65,10,10,40,42,17,15,17,83,77,66,12,10,88,19,18,17,15,20
